filename,wave_size,text
sample-chap5-56.wav,949076,amma to jaanatee hain ki chadhaave mein chandrahaar na jaane se use kitana bura laga tha
sample-chap11-91.wav,381068,tum nahin gaee badee galatee kee
sample-chap9-25.wav,1100780,ramaanaath kuchh poochhie mat tabhee se daanapaanee chhod rakha hai main to tang aa gaya
sample-chap11-38.wav,839708,chaarj dekar jab vah vida hone lage to rama unake saath jeene ke neeche tak gaya
sample-chap6-31.wav,853820,isalie ab is gutthee ke sulajhaane ka bhaar unheen donon par tha
sample-chap8-23.wav,747980,main chidiya nahin hoon jisaka pinjadaadaanapaanee rakhakar band kar diya jaay
sample-chap6-99.wav,1023164,usee surakshit gadhee mein pahunchakar ghar kee chintaon aur baadhaon se unakee jaan bachatee thee
sample-chap1-30.wav,550412,use pahanakar vah saare gaanv mein naachatee giree
sample-chap2-9.wav,1538252,aisee unhen koee misaal na milatee thee jisane rishvat lekar chain kiya ho unakee yah drdh dhaarana ho gaee thee ki haraam kee kamaee haraam hee mein jaatee hai
sample-chap1-15.wav,585692,chhoteebadee sabon ne aakar use gher liya
sample-chap8-15.wav,1086668,rama ne lota rakh diya aur usakee or is tarah taakane laga maano usakee baat samajh mein na aaee ho
sample-chap8-57.wav,642140,bola priye tumhaara khyaal bahut theek hai
sample-chap8-81.wav,1975724,ramaanaath to kya tum sachamuch jaogee tab mujhe naukaree mil chukee aur main khat likh chuka is viyog ke duhkh mein baithakar rooonga ki naukaree dhoondhooga
sample-chap10-53.wav,677420,us vakt daya na aaee thee jab main unake ghar se vida huee thee
sample-chap9-64.wav,628028,haan zara samajhboojhakar kaam karane kee jaroorat hai
sample-chap10-66.wav,381068,jaalapa meree ichchha
sample-chap5-34.wav,628028,aaj nahin to kal saara haal maaloom hee ho jaega
sample-chap9-144.wav,832652,ramaanaath aapako to beesbaees saal naukaree karate ho gae honge
sample-chap4-23.wav,416348,maaloom hua ki chadhaava aa raha hai
sample-chap5-11.wav,2543732,phir teen maheene par aae magar sarraaph bhee ek hee ghuta hua aadamee tha usee vakt tala jab dayaanaath ne teesare din baakee rakam kee cheejen lauta dene ka vaada kiya aur yah bhee usakee sajjanata hee thee
sample-chap5-8.wav,691532,shaadee ke saataven din use ek hajaar roopaye dene ka vaada tha
sample-chap8-7.wav,853820,koee aisa mitr na tha jisase usane badhbadhakar baaten na kee hon
sample-chap8-37.wav,1559420,jaalapa apane kamare mein jaakar bistar lapetane lagee ki rama ne usaka haath pakad liya aur bola tumhen meree kasam jo is vakt jaane ka naam lo
sample-chap9-32.wav,874988,ab batalaie hai kaheen naukareechaakaree ka sahaara
sample-chap6-167.wav,44,yah chandrahaar ke lie itanee vikal ho rahee hai
sample-chap5-31.wav,1368908,jaageshvaree maranajeena to sansaar kee gati hai lete hain vah bhee marate hain nahin lete vah bhee marate hain
sample-chap11-96.wav,1065500,rosh ka ek kaaran yah bhee tha ki use akelee chhodakar saara ghar utsav dekhane chala gaya
sample-chap9-109.wav,529244,rama ne adhik aagrah na kiya
sample-chap10-59.wav,846764,main ammaajee ko yah dikhaana chaahatee hoon ki jaalapa tumhaare gahanon kee bhookhee nahin hai
sample-chap8-53.wav,1298348,na kaheen aana na jaana na kisee se baat na cheet aise koee kitane din rah sakata hai mujhe in logon se ab koee aasha nahin rahee
sample-chap11-109.wav,1114892,jo auraten gahane nahin pahanateen kya unake din nahin katate
sample-chap8-88.wav,486908,tum gae aur main aaee
sample-chap9-102.wav,705644,ramesh baaboo ko yah vishvaas ho raha tha ki aaj mera sitaara buland hai
sample-chap9-118.wav,804428,ramesh aur jo kaheen saahab ne bulaaya to main hee chala jaoonga
sample-chap11-80.wav,444572,vahaan se saas aur bahoo ko bulaava aaya
sample-chap8-90.wav,1312460,tumhen kya tum to saheliyon ke saath vihaar karogee meree khabar tak na logee aur yahaan meree jaan par ban aavegee
sample-chap10-78.wav,493964,un logon kee bhee khaatir ho jaegee
sample-chap4-18.wav,649196,dvaarachaar ke baad baraat janavaase chalee gaee
sample-chap6-74.wav,402236,inhen maangana padega
sample-chap8-91.wav,536300,is ghar mein phir kaise kadam rakha jaayaga
sample-chap1-43.wav,839708,pahale usake teen bhaee aur the par is samay vah akelee thee
sample-chap6-156.wav,44,rama ne koee javaab na diya
sample-chap4-110.wav,539828,tum zara bhee dheelee padeen aur kaam bigada
sample-chap9-39.wav,1637036,ramaanaath zara bhee jee nahin chaahata main jaanata ki sir mudaate hee ole padenge to main vivaah ke nazadeek hee na jaata
sample-chap4-28.wav,903212,streepuroosh boodhejavaan sab chadhaava dekhane ke lie utsuk ho uthe
sample-chap8-52.wav,2822444,roopaye rakhate hue koee apane priyajanon ka kasht nahin dekh sakata ye log kya mere aansoo na ponchh sakate the main din ke din yahaan padee rahatee hoon koee jhoothon bhee poochhata hai muhalle kee striyaan milane aatee hain kaise miloon yah soorat to mujhase nahin dikhaee jaatee
sample-chap6-150.wav,44,ramaanaath ne ek lambee saans kheenchee
sample-chap2-5.wav,938492,deenadayaal ke saath hee unaka yah salook na tha yah unaka svabhaav tha
sample-chap6-61.wav,917324,dayaanaath ne poochha koee baat soojhee mujhe to kuchh nahin soojhata
sample-chap6-129.wav,1637036,rama ne bade anuraag se use phoolon ke gahane pahanaane shuroo kie phoolon ke sheetal komal sparsh se jaalapa ke komal shareer mein gudagudeesee hone lagee
sample-chap9-143.wav,338732,main sab theek kar doonga
sample-chap10-56.wav,299924,abhee unake odhanepahanane ke din hain
sample-chap3-21.wav,455156,phir bhee chandrahaar kee kasar rah gaee
sample-chap6-101.wav,1975724,usaka koee kamara alag to tha nahin ek hee mardaana kamara tha isee mein dayaanaath apane doston se gapshap karate donon ladake padhate aur rama mitron ke saath shataranj khelata
sample-chap9-61.wav,874988,miyaan ne to usee jagah par rahate hue ladakon ko eme elelbee kara liya
sample-chap9-53.wav,635084,ramesh dekho bhaee beeemaanee mat karo
sample-chap8-39.wav,666836,usane apana haath chhuda liya aur phir bichhaavan lapetane lagee
sample-chap11-71.wav,571580,maaloom hota hai nasnas mein sharaaphat bharee huee hai
sample-chap3-1.wav,1679372,dayaanaath badasa munh kholate hajaaron kee baatacheet karate to deenadayaal unhen aisa chakama dete ki vah umrbhar yaad karate
sample-chap9-115.wav,1086668,rama ne bibhadakar kaha naahak jaga diya kaisee maje qee neend aa rahee thee
sample-chap4-24.wav,628028,baraat mein har ek rasm danke kee chot par ada hotee hai
sample-chap1-13.wav,733868,isee samay ek bisaatee aakar jhoole ke paas khada ho gaya
sample-chap9-146.wav,409292,das roopaye par naukar hua tha
sample-chap9-9.wav,783260,aur kaun aisa nithalla tha jo raatraat bhar unase shataranj khelata
sample-chap4-83.wav,2095676,teenon kautoohal se usakee or taakane lageen maano usaka aashay unakee samajh mein na aaya ho baasantee ne kaha jee chaahata hai kaareegar ke haath choom loon
sample-chap9-31.wav,889100,chain se khaate aur mauj udaate the nahin to baithebaithae is maayaajaal mein phanse
sample-chap1-8.wav,804428,is rtu mein mahilaon kee baalsmrtiyaan bhee jaag uthatee hain
sample-chap4-109.wav,776204,unhen maaloom ho jaay ki bina chandrahaar banavae kushal nahin
sample-chap9-16.wav,2109788,bahoo aaee hai usaka munh dekhega usase premaalaap karega ki is boodhe ke saath shataranj khelega kaee baar jee mein aaya use bulavaen par yah sochakar ki vah kyon aane laga rah gae
sample-chap8-32.wav,1047860,ramaanaath bhala is tarah jaogee to tumhaare gharavaale kya kahenge kuchh yah bhee to socho
sample-chap11-19.wav,1114892,teesare din rama kotpaint pahanakar aur hait lagaakar nikala to usakee shaan hee kuchh aur ho gaee
sample-chap6-149.wav,44,mere man mein tarahtarah ke chitr aate the
sample-chap8-19.wav,197612,mujhe kisee ka dar nahin hai
sample-chap10-33.wav,218780,jaakar kah aao
sample-chap4-42.wav,324620,sachche nageene hain
sample-chap8-68.wav,677420,jaalapa jab tumhaaree naukaree kaheen lag jaay to mujhe bula lena
sample-chap6-71.wav,973772,vivaah mein paanch hajaar se kam ka chadhaava nahin gaya tha magar paanch hee saal mein sab svaaha ho gaya
sample-chap8-85.wav,691532,tumhaare siva aur kaun baitha hua hai jisake lie yahaan padasada karoon
sample-chap10-80.wav,578636,mere hraday mein kaantasa khatakata rahega
sample-chap4-61.wav,952604,vah unmaad kee see dasha mein apane kamare mein aaee aur phootphootakar rone lagee
sample-chap8-21.wav,388124,saare din anaathon kee tarah padee rahatee hoon
sample-chap6-34.wav,1037276,yah kahaan kee neeti hai ki hamaare oopar sankat pada hua ho aur ham apane niyamon ka raag alaape jaen
sample-chap2-38.wav,282284,mujhamen samaee nahin hai
sample-chap6-142.wav,44,kya main baaboojee ko saaphsaaph javaab na de sakata tha mainne haamee hee kyon bharee kya jaalapa se ghar kee dasha saaphsaaph kah dena mera kartavy na tha usakee aankhen bhar aaee
sample-chap6-50.wav,444572,yahaan bachchon ko bhee doodh mayassar na tha
sample-chap3-43.wav,1418300,naach theek kiya to avval darje ka baajegaaje bhee avval darje ke doyam ya soyam ka vahaan jikr hee na tha
sample-chap6-131.wav,44,rama ne muskaraakar kaha kuchh upahaar
sample-chap9-96.wav,352844,ramesh baaboo kee jeet rahee
sample-chap11-50.wav,1030220,ek baniya jo do ghante se khada tha khush hokar bola haan sarakaar yah bahut achchha hoga
sample-chap5-38.wav,649196,sahasa ramaanaath tenisraiket liye baahar se aaya
sample-chap9-23.wav,1136060,ramesh bahut achchha hua thaane mein rapat nahin likhaee nahin saudo sau ke matthe aur jaate
sample-chap10-20.wav,539828,jaalapa ne usake lie kisee bade pad kee kalpana kar rakhee thee
sample-chap4-120.wav,649196,main zara unake maatrsneh kee pareeksha lena chaahatee hoon
sample-chap6-0.wav,1185452,ramaanaath ne javaanon ke svabhaav ke anusaar jaalapa se khoob jeebh udaee thee
sample-chap3-13.wav,479852,dhoomadhaam se vivaah karane kee than gaee
sample-chap4-12.wav,1308932,vaah kya kaareegaree hai jaalapa ke lie in cheejon mein leshamaatr bhee aakarshan na tha
sample-chap4-4.wav,973772,saaree sajaavat saaree daudadhoop aur taiyaaree ka nibataara paanch minaton mein ho jaata hai
sample-chap4-16.wav,388124,munh par harsh kee laalima chha gaee
sample-chap6-40.wav,804428,jaalapa kee anupam chhavi ne pahale hee din us par mohinee daal dee thee
sample-chap3-10.wav,1665260,is shaadee mein unhonne miyaan kee jootee miyaan kee chaand vaalee neeti nibhaane kee thaanee thee par deenadayaal kee sahradayata ne unaka sanyam tod diya
sample-chap1-12.wav,712700,ghaanee saadiyon ne prakrti kee hariyaalee se naata joda hai
sample-chap9-132.wav,786788,ramaanaath to main aisee naukaree se baaz aaya
sample-chap6-12.wav,479852,aur koee raah nahin
sample-chap9-124.wav,1157228,raaste mein ramesh ne muskaraakar kaha ghar kya bahaana karoge kuchh soch rakha hai
sample-chap6-100.wav,691532,rama bhee vahaan se utha par jaalapa ke paas na jaakar apane kamare mein gaya
sample-chap8-10.wav,994940,aur yah usee ka phal tha ki itane mitron ke hote hue bhee vah bekaar tha
sample-chap9-1.wav,585692,umr to chaalees ke oopar thee par the bade rasik
sample-chap2-51.wav,458684,tumhaare teemataam ke lie itana bahut hai
sample-chap11-47.wav,1030220,boodhe miyaan ne hansakar kaha abhee ganda maaloom hota hai lekin phir isee mein maza aaega
sample-chap4-43.wav,501020,jhoothe nageenon mein yah aab kahaan
sample-chap11-5.wav,1185452,rama ke jee mein aaya ki saaph kah doon apana upadesh aap apane hee lie rakhie yah mere anukool nahin hai
sample-chap9-74.wav,1023164,rama ne rosh ke saath kaha agar aap chupachaap khelate hain to khelie nahin main jaata hoon
sample-chap3-28.wav,649196,dayaanaath kamsekam ek hajaar to vahaan mil hee jaenge
sample-chap6-144.wav,44,pranay ke us nirmal prakaash mein usaka manovikaar kisee bhanyakar jantu kee bhaanti ghoorata hua jaan padata tha
sample-chap6-153.wav,44,shahajaadee to khidakee ke saamane se hatatee hee na thee
sample-chap9-2.wav,543356,shataranj khelane baith jaate to savera kar dete
sample-chap4-100.wav,522188,jab tak kangan na ban gae main neend bhar soee nahin
sample-chap1-27.wav,359900,haar le liya gaya
sample-chap10-21.wav,998468,bolee chaalees mein kya hoga bhala saathsabhaar to hote
sample-chap6-29.wav,462212,dayaanaath ne apana phaisala suna diya
sample-chap1-58.wav,599804,maanakee ko yah saake bahut dinon se thee
sample-chap9-63.wav,388124,ladakiyon kee shaadiyaan achchhe gharon mein keen
sample-chap4-44.wav,1679372,cheej to yah gulooband hai kitane khoobasoorat phool hain aur unake beech ke heere kaise chamak rahe hain kisee bangaalee sunaar ne banaaya hoga
sample-chap6-67.wav,931436,main apane aakhiree din jel mein nahin kaat sakata isamen sharm kee kya baat hai meree samajh mein nahin aata
sample-chap1-4.wav,656252,aamon ke baag mein jhoola pada hua hai
sample-chap10-73.wav,493964,kamsekam unase poochh to lena hee chaahie
sample-chap2-64.wav,853820,nikammon ko raah par laane ka isase badhakar aur koee upaay hee nahin
sample-chap1-57.wav,733868,ek din deenadayaal laute to maanakee ke lie ek chandrahaar lae
sample-chap11-41.wav,282284,log shauk se dete hain
sample-chap9-95.wav,811484,donon ne bhojan kiya aur phir shataranj par baithe pahalee baazee mein gyaarah baj gae
sample-chap8-61.wav,818540,ramaanaath makkheechoos na hote to itanee sampatti kahaan se aatee
sample-chap6-19.wav,656252,mujhe to yahee soojhata hai yah saaree sthiti use samajha dee jaay
sample-chap3-42.wav,606860,aatishabaajiyaan banavaee to avval darje kee
sample-chap4-46.wav,733868,bangaalee sunaar bechaare unakee kya baraabaree karenge
sample-chap9-90.wav,536300,ramesh paanch nahin tum das khelo jee
sample-chap4-116.wav,1256012,shahajaadee ek baar kahakar dekho to ab unake kaun pahananeodhane ke din baithe hain
sample-chap5-41.wav,374012,usase sugandh ud rahee thee
sample-chap6-160.wav,44,yaad hai
sample-chap4-7.wav,726812,shahar mein vah teesare darje mein aata gaanv mein avval darje mein aaya
sample-chap10-69.wav,317564,dene vaale ka hraday dekhana chaahie
sample-chap10-16.wav,493964,tees kee naukaree bataana apamaan kee baat thee
sample-chap6-92.wav,508076,main yah nahin dikhaana chaahata ki ham itane phatehaal hain
sample-chap4-117.wav,599804,jaalapa mujhase to na kaha jaayaga
sample-chap1-71.wav,1224260,barason mein kaheen yah haar banane kee naubat aaee jeevan mein phir kabhee itane roopaye aayenge isamen unhen sandeh tha
sample-chap6-13.wav,356372,ramaanaath ne koee javaab na diya
sample-chap1-62.wav,310508,kab la deejiega
sample-chap8-55.wav,486908,rama ko badeebadee baaten karane ka phir avasar mila
sample-chap9-24.wav,366956,bahoo ko to bada duhkh hua hoga
sample-chap8-30.wav,649196,jaalapa baat kuchh nahin huee apana jee hai
sample-chap11-6.wav,374012,magar itana behaya na tha
sample-chap11-34.wav,1072556,boodhe munsheejee ne yadyapi khud hee yah jagah chhodee thee par is vakt jaate hue unhen duhkh ho raha tha
sample-chap1-38.wav,465740,gaanv par unheen kee dhaak thee
sample-chap2-33.wav,352844,koee yahaan kyon aane laga
sample-chap6-87.wav,543356,varana main un cheezon ko kabhee na le jaane deta
sample-chap9-4.wav,349316,na aage naath na peechhe pagaha
sample-chap11-61.wav,1347740,maal kee taul aur parakh mein drdhata se niyamon ka paalan karake vah dhan aur keerti donon hee kama sakata hai
sample-chap4-56.wav,522188,usakee chhaatee dhakdhak kar rahee thee
sample-chap1-68.wav,853820,maan ne muskaraakar kaha tere lie teree sasuraal se aaega
sample-chap10-9.wav,1065500,ghar pahunchakar usane kapade bhee na utaare lathapath jaalapa ke kamare mein pahunch gaya
sample-chap6-124.wav,931436,koee baat dhyaan mein aate hee bhool jaatee aur bahut yaad karane par bhee yaad na aatee thee
sample-chap4-2.wav,1093724,baraat ka naatak us vakt paas hota hai jab raah chalate aadamee use pansad kar lete hain
sample-chap11-82.wav,1446524,in teen maheenon mein usane rama se ek baar bhee aabhooshan kee charcha na kee par usaka yah ekaantprem usake aacharan se uttejak tha
sample-chap2-53.wav,1241900,teeke mein ek hajaar denge to kya dvaar par ek hajaar bhee na denge vahee roopaye sarraaph ko de dena
sample-chap6-116.wav,303452,yah roopaya lo
sample-chap6-117.wav,917324,koee pandrah minat mein rama ye donon cheezen le jaalapa ke kamare kee or chala
sample-chap4-119.wav,719756,jaalapa nahinnahin tumhaare haath jodatee hoon
sample-chap11-26.wav,705644,us phatee huee daree par baithana rama ko apamaanajanak jaan pada
sample-chap1-70.wav,529244,itane roopaye jama kar lena deenadayaal ke lie aasaan na tha
sample-chap9-3.wav,254060,daphtar bhee bhool jaate
sample-chap1-78.wav,867932,aur vah din bhee aa gaya jab usakee chirasanchit abhilaasha pooree hogee
sample-chap9-113.wav,1651148,ramesh niyamaanusaar paanch baje uth baithe snaan kiya sandhya kee ghoomane gae aur aath baje laute magar rama tab tak sota hee raha
sample-chap11-3.wav,656252,eemaanadaaree se kaam karoge to kisee achchhe pad par pahunch jaoge
sample-chap6-35.wav,292868,ramaanaath buree tarah phansa tha
sample-chap9-148.wav,2102732,ramesh ne hansakar kaha baraphee khaane ke baad gud khaane ko kisaka jee chaahata hai mahal ka sukh bhogane ke baad jhompada kise achchha lagata hai prem aatma ko trpt kar deta hai
sample-chap3-41.wav,522188,ve jo kaam karate dil khol kar
sample-chap6-163.wav,44,aaj tum baazaar kee taraph gae the ki nahin
sample-chap6-69.wav,1185452,jaageshvaree ne anumodan kiya mujhase to nahin dekha jaata tha ki apana aadamee chinta mein pada rahe main gahane pahane baithee rahoon
sample-chap6-120.wav,1224260,jeth kee sunaharee chaandanee mein saamane phaile hue nagar ke kalash gumbad aur vrksh svapnchitron se lagate the
sample-chap9-44.wav,564524,ramaanaath oh kya galatee huee
sample-chap6-9.wav,2130956,ramaanaath to aapane yahee kab kaha tha ki ham udhaar gahane lae hain aur dochaar din mein lauta denge aakhir yah saara svaang apanee dhaak baithaane ke lie hee kiya tha ya kuchh aur
sample-chap10-26.wav,839708,badebade mahaajanon se rakamen milengee aur vah khushee se gale lagaayenge
sample-chap5-29.wav,2356748,dharmaatma banane ka kuchh phal milana chaahie ya nahin tumhaare hee darje par satyadev hain pakka makaan khadaakar diya jameendaaree khareed lee betee ke byaah mein kuchh nahin to paanch hazaar to kharch kie hee honge
sample-chap10-32.wav,560996,jaalapa abhee ammaajee se to nahin kaha
sample-chap6-104.wav,1160756,khud chaahe dinabhar sairsapaate kiya kare magar kya majaal ki bhaee kaheen ghoomane nikal jaen
sample-chap9-76.wav,776204,yah leejie shah to tum kal arjee de do
sample-chap4-31.wav,1037276,maanakee pyaas se behaal ho rahee thee kanth sookha jaata tha chadhaava aate hee pyaas bhaag gaee
sample-chap3-14.wav,1129004,pahale jode gahane ko unhonne gaun samajh rakha tha ab vahee sabase mukhy ho gaya
sample-chap3-17.wav,458684,koee teen hajaar ka saamaan banava daala
sample-chap10-38.wav,564524,main sabase pahale chandrahaar banavaoongee
sample-chap9-126.wav,924380,ramesh mujhe gaaliyaan dilaoge aur kya phir kabhee na aane paoge
sample-chap6-97.wav,345788,yah unaka nity ka niyam tha
sample-chap6-2.wav,529244,jameendaaree hai usase kaee hajaar ka napha hai
sample-chap4-87.wav,829124,raadha aur to sab kuchh hai keval chandrahaar nahin hai
sample-chap4-122.wav,1488860,shahajaadee uthee par jaalapa raasta rokakar khadee ho gaee aur bolee nahin abhee baitho bahan tumhaare pairon padatee hoon
sample-chap6-95.wav,867932,us aavesh mein rama ne unhen khoob khareekharee sunaee aur vah chupachaap sunate rahe
sample-chap8-2.wav,620972,yah aan tootee phir koee baat bhee na poochhega
sample-chap6-126.wav,1093724,ek hee kshan mein saheliyon kee yaad aa gaee hansane lagee
sample-chap1-0.wav,1001996,gaban barasaat ke din haiain saavan ka maheena
sample-chap9-19.wav,1044332,kapade pahane aur jaana hee chaahate the ki rama ne kamare mein kadam rakha
sample-chap1-64.wav,564524,baap ke shabdon se jaalapa ka man na bhara
sample-chap11-59.wav,529244,aiseeaisee baaten soojh gaee jo khaan saahab ko khvaab mein bhee na soojhee theen
sample-chap4-108.wav,1058444,bas yahee samajh lo ki gharavaale chain na lene paen yah baat haradam unake dhyaan mein rahe
sample-chap4-13.wav,1485332,haan vah var ko ek aankh dekhana chaahatee thee vah bhee sabase chhipaakar par us bheedbhaad mein aisa avasar kahaan
sample-chap1-19.wav,1453580,ek badeebadee aankhon vaalee baalika ne vah cheej pasand kee jo un chamakatee huee cheejon mein sabase sundar thee
sample-chap4-107.wav,832652,bahanoeejee se dochaar din roothe rahane se bhee bahut kuchh kaam nikal sakata hai
sample-chap4-125.wav,705644,sun nahin rahee ho main bhee vish kee gaanth hoon
sample-chap9-117.wav,529244,ramaanaath aap de deejiega
sample-chap4-22.wav,620972,das baje sahasa phir baaje bajane lage
sample-chap6-157.wav,44,jaalapa ajee vahee jo rangroop mein sabase achchhee thee jisake gaal par ek til tha tumane usakee or bade prem se dekha tha bechaaree laaj ke maare gad gaee thee
sample-chap11-11.wav,1023164,rama ne doosare din naya soot banavaaya aur phaishan kee kitanee hee cheezen khareedeen
sample-chap8-60.wav,786788,jaalapa magar hain makkheechoos palle sire ke
sample-chap10-71.wav,1312460,jab dil par jabr karake duniya kee laaj se ya kisee ke dhikkaarane se diya to kya diya
sample-chap6-48.wav,1072556,jaalapa shahar aur dehaat ka phark kya jaane shahar mein rahane ka use kabhee avasar hee na pada tha
sample-chap6-128.wav,374012,jaalapa khil uthee
sample-chap4-121.wav,1129004,baasantee ne shahajaadee ka haath pakadakar kaha ab uthegee bhee ki yahaan saaree raat upadesh hee detee rahegee
sample-chap4-39.wav,889100,vaah kabhee dekha bhee hai solah tole se kam nikal jae to munh na dikhaoon
sample-chap3-23.wav,1591172,dayaanaathaka jee to laharaaya ki lage haath use bhee le lo kisee ko naak sikodane kee jagah to na rahegee par jaageshvaree is par raajee na huee
sample-chap2-16.wav,444572,lekin ramaanaath mein itanee lagan na thee
sample-chap9-56.wav,656252,ramaanaath vetan to tees hai
sample-chap9-142.wav,1383020,jis din meree peshee hone vaalee thee aisa ghabaraaya hua tha maano phaansee paane ja raha hoon magar tumhen darane ka koee kaaran nahin hai
sample-chap1-74.wav,1612340,sasuraal se chandrahaar aaega vahaan ke log use maatapita se adhik pyaar karenge tabhee to jo cheej ye log nahin banava sakate vah vahaan se aaegee
sample-chap9-94.wav,882044,tumhaare ghar kahalae deta hoon ki aaj yaheen soenge intazaar na karen
sample-chap8-99.wav,599804,jaalapa paan to khaate jao
sample-chap6-23.wav,1926332,jab vah usase kahegee tumhaaree jameendaaree kya huee baink ke roopaye kya hue to use kya javaab dega virakt bhaav se bola isamen beijjatee ke siva aur kuchh na hoga
sample-chap4-25.wav,564524,doolha kaleva karane aa raha hai baaje bajane lage
sample-chap9-58.wav,254060,meree to raay hai kar lo
sample-chap6-102.wav,515132,rama kamare mein pahuncha to donon ladake taash khel rahe the
sample-chap9-119.wav,807956,ramaanaath oonh jo chaahe keejiega main to sota hoon
sample-chap10-51.wav,532772,main unakee daya ke bina bhee jeetee rah sakatee hoon
sample-chap1-76.wav,1665260,kaheen usakee sasuraal se bhee na aaya to usane socha to kya maataajee apana haar mujhe de dengee avashy de dengee
sample-chap9-99.wav,589220,ramaanaath ab to mujhe neend aa rahee hai
sample-chap8-84.wav,310508,makaan ka haal dekh chuka
sample-chap1-22.wav,2123900,maan ne bisaatee se poochha baaba yah haar kitane ka hai bisaatee ne haar ko roomaal se ponchhate hue kaha khareed to bees aane kee hai maalakin jo chaahen de den
sample-chap9-18.wav,818540,sinema se unhen bahut prem na tha par is vakt unhen sinema ke siva aur kuchh na soojha
sample-chap9-79.wav,846764,ramesh ajee vah din gae jab aap mujhe maat diya karate the
sample-chap11-66.wav,423404,rama kee aamadanee tezee se badhane lagee
sample-chap8-93.wav,790316,shahajaadee sach kahatee thee mard bade tonahe hote hain
sample-chap11-64.wav,649196,usakee peeth thonkakar bole kaayade ke andar raho aur jo chaaho karo
sample-chap5-46.wav,1365380,yadi dayaanaath kee ichchha na hotee to rama kya kar sakata tha jo kuchh hua unheen kee anumati se hua
sample-chap11-17.wav,1697012,phatehaal bhikhaaree ke lie chutakee bahut samajhee jaatee hai lekin gerooe resham dhaaran karane vaale baabaajee ko lajaatelajaate bhee ek roopaya dena hee padata hai
sample-chap4-99.wav,1199564,mere chadhaav par kangan nahin aaya tha us vakt man aisa khakra hua ki saare gahanon par laat maar doon
sample-chap6-93.wav,416348,choree ho jaane par to sabr karana hee padega
sample-chap5-28.wav,557468,khaanepahanane ke lie kaun karj leta hai
sample-chap4-132.wav,44,itane mein maanakee ne aakar kaha tum teenon yahaan baithee kya kar rahee ho chalo vahaan log khaana khaane aa rahe hain
sample-chap6-79.wav,1587644,dayaanaath ne maathe par haath rakh liya aur ek kshan ke baad aahat kanth se bole nahin main aisa na karane doonga
sample-chap5-42.wav,4332428,maatapita kee aankhen bachaakar vah jeene par jaana chaahata tha ki jaageshvaree ne toka inheen ke to sab kaante boe hue hain inase kyon nahin salaah lete rama se tumane naachtamaashe mein baarahterah sau roopaye uda die batalao sarraaph ko kya javaab diya jaay badee mushkilon se kuchh gahane lautaane par raajee hua magar bahoo se gahane maange kaun yah sab tumhaaree hee karatoot hai
