filename,wave_size,text
sample-chap8-71.wav,1210148,hazaaron badebade aadamiyon se mulaakaat hai naukaree milate kya der lagatee hai haan zara achchhee jagah chaahata hoon
sample-chap10-61.wav,486908,socho unhen kitana duhkh hoga
sample-chap4-38.wav,331676,yah bhee baarah tole se kam na hoga
sample-chap10-68.wav,2130956,jaalapa roondhe hue svar mein bolee kaaran yahee hai ki ammaajee ise khushee se nahin de rahee hain bahut sambhav hai ki ise bhejate samay vah roee bhee hon aur isamen to koee sandeh hee nahin ki ise vaapas paakar unhen sachcha aanand hoga
sample-chap6-94.wav,522188,dayaanaath chup ho gae
sample-chap8-38.wav,966716,jaalapa ne tyoree chadhaakar kaha tumhaaree kasam kee hamen kuchh parava nahin hai
sample-chap11-0.wav,1312460,mahaashay dayaanaath ko jab rama ke naukar ho jaane ka haal maaloom hua to bahut khush hue
sample-chap5-2.wav,1058444,baarbaar apanee bhool par pachhataate kyon dikhaave aur tamaashe mein itane roopaye kharch kie
sample-chap8-74.wav,366956,kyon kisee se naukaree ke lie kahate nahin ho
sample-chap10-37.wav,310508,bheetar ka hisaab ve le sakate hain
sample-chap8-98.wav,755036,ramaanaath kal nahin main isee vakt jaakar doteen chitthiyaan likhata hoon
sample-chap6-121.wav,698588,jaalapa kee aankhen chandrama kee or lagee huee theen
sample-chap10-13.wav,620972,myunisipailitee ke daphtar mein mujhe ek jagah mil gaee
sample-chap4-78.wav,1538252,raadha muskaraakar bolee jaalapa maaloom hota hai toone badee tapasya kee thee aisa chadhaav mainne aaj tak nahin dekha tha
sample-chap11-81.wav,613916,jaageshvaree gaee jaalapa ne jaane se inkaar kiya
sample-chap11-78.wav,493964,bhaadon mein janmaashtamee ka utsav aaya
sample-chap1-14.wav,465740,use dekhate hee jhoola band ho gaya
sample-chap8-101.wav,1001996,magar phir kuchh sochakar uth khade hue aur ek taraph ko chal die
sample-chap4-94.wav,1256012,laala abhee aate hain to poochhatee hoon ki tumane yah kahaan kee reeti nikaalee hai aisa anarth bhee koee karata hai
sample-chap11-95.wav,726812,vahaan kisake munh mein kaalikh lagatee
sample-chap9-21.wav,1383020,haan bhaee ab kyon aaoge premika kee raseelee baaton ka aanand yahaan kahaan choree ka kuchh pata chala
sample-chap6-122.wav,769148,use aisa maaloom ho raha tha main chandrama kee or udee ja rahee hoon
sample-chap6-39.wav,571580,ab apane munh kee laalee rakhane ka saara bhaar usee par tha
sample-chap9-59.wav,956132,ramaanaath achchhee baat hai aapakee salaah hai to kar loonga
sample-chap1-9.wav,740924,ye phuhaaren maano chintaon ko hraday se dho daalatee hain
sample-chap11-22.wav,783260,saamane gaadiyon thelon aur ikkon ka baazaar laga hua hai
sample-chap4-37.wav,1883996,gyaarah tole se ratteebhar bhee kam nikal jae to kuchh haar jaoon yah sheradahaan to dekho kya haath kee saphaee hai jee chaahata hai kaareegar ke haath choom len
sample-chap6-46.wav,973772,dayaanaath pachaas roopaye paate the par yahaan keval chaukabaasan karane ke lie maharee thee
sample-chap10-34.wav,878516,mujhe to sabase badee khushee yahee hai ki ab maaloom hoga ki yahaan mera bhee koee adhikaar hai
sample-chap6-140.wav,44,us saral vishvaas se bharee huee aankhon ke saamane vah taak na saka
sample-chap9-8.wav,374012,rama se bada sneh rakhate the
sample-chap8-79.wav,769148,jaalapa mujhe pahunchaakar aana to likhana
sample-chap6-83.wav,1517084,mujhase cheezen le leejiega magar jab aap jaanate the yah naubat aaegee to itane jevar le jaane kee jaroorat hee kya thee vyarth kee vipatti mol lee
sample-chap5-4.wav,1121948,utana sun lene mein kya haani thee mainne gaanv vaalon ko tamaasha dikhaane ka theka to nahin liya tha
sample-chap2-0.wav,1531196,pocket fm pe aap sunre hai premchand ka likha upanyas gaban mere yaani kritika ke saath
sample-chap9-65.wav,829124,ramaanaath aamadanee kee mujhe parava nahin rishvat koee achchhee cheez to hai nahin
sample-chap6-152.wav,44,jaalapa ne phir kaha meree sakhiyaan tumhen dekhakar mugdh ho gaee
sample-chap10-29.wav,508076,jaalapa santusht ho gaee bolee haan tab theek hai
sample-chap11-32.wav,811484,chaarj mein tha hee kya keval aaj kee aamadanee ka hisaab samajha dena tha
sample-chap9-7.wav,994940,chaahate to hazaaron ke vaarenyaare karate par rishvat kee kaudee bhee haraam samajhate the
sample-chap9-10.wav,536300,aaj kaee din se bechaare bahut vyaakul ho rahe the
sample-chap10-0.wav,825596,rama daphtar se ghar pahuncha to chaar baj rahe the
sample-chap11-1.wav,712700,vivaah hote hee vah itanee jald chetega isakee unhen aasha na thee
sample-chap10-41.wav,374012,mahaashay deenadayaal ne bheja tha
sample-chap4-33.wav,755036,maanakee ekek cheez ko nikaalnikaalakar dekhane aur dikhaane lagee
sample-chap5-51.wav,345788,kal usaka aadamee aavega
sample-chap8-51.wav,1061972,jaalapa koee nahin agar koee hote to mujhe yon na chhod dete
sample-chap10-50.wav,1093724,jaalapa ne naak sikodakar kaha meree bala se raanee roothengee apana suhaag lengee
sample-chap9-131.wav,299924,kya naukaree milana aasaan hai
sample-chap11-108.wav,423404,aage bhee vahee hoga jo likha hai
sample-chap4-79.wav,374012,ab to teree sab saadh pooree ho gaee
sample-chap11-106.wav,994940,jaalapa aankhon mein aansoo bharakar bolee to main tumase gahanon ke lie rotee to nahin hoon
sample-chap6-136.wav,44,nashe kee tarang mein use aisa maaloom hua ki main sachamuch phoolon kee devee hoon
sample-chap2-37.wav,670364,dayaanaath ne kaha bhaee tum jaano tumhaara kaam jaane
sample-chap3-16.wav,338732,sabakee aankhen khul jaen
sample-chap8-96.wav,261116,kal khat likhana jaroor
sample-chap2-31.wav,762092,deenadayaal ne sandesh bheja to usako aankhensee mil gaee
sample-chap2-19.wav,402236,doston kee badaulat shauk poora hota rahata tha
sample-chap3-8.wav,1090196,deenadayaal ek hajaar to de aae par dayaanaath ka bojh halka karane ke badale aur bhaaree kar diya
sample-chap9-5.wav,779732,javaanee mein stree mar gaee thee doosara vivaah nahin kiya
sample-chap9-121.wav,536300,ramaanaath main taiyaar hoon
sample-chap3-37.wav,486908,ramaanaath ne motar par jor diya
sample-chap4-48.wav,620972,sahasa kisee ne kaha chandrahaar nahin hai kya
sample-chap6-138.wav,44,rama ko is samay apane kapatvyavahaar par badee glaani ho rahee thee
sample-chap11-60.wav,1816964,jab is dhaandhalee se vyaapaaree log saikadon kee rakam dakaar jaate hain to rama biltee par ek aana lekar hee kyon santusht ho jaay jisamen aadha aana chaparaasiyon ka hai
sample-chap6-107.wav,726812,unhen kanakauve udaate dekhakar unakee baalprakrti sajag ho jaatee thee
sample-chap6-1.wav,444572,khoob badhbadhakar baaten kee theen
sample-chap4-84.wav,1164284,shahajaadee bolee chadhaava aisa hee hona chaahie ki dekhane vaale bhadak uthen
sample-chap10-48.wav,465740,abhee daak ka vakt ho to lauta do
sample-chap6-56.wav,1813436,agar usane ye deengen na maaree hoteen to jaageshvaree kee tarah vah bhee saara bhaar dayaanaath par chhodakar nishchint ho jaata lekin is vakt vah apane hee banae hue jaal mein phans gaya tha
sample-chap9-81.wav,994940,ramaanaath jee to chaahata hai doosaree baazee maat dekar jaoon magar der hogee
sample-chap6-139.wav,44,jaalapa ne kamare se lautakar premollasit najaron se usakee or dekha to usane munh udhar liya
sample-chap11-57.wav,769148,kisee bade kolej ke prophasar ko itanee khyaati umrabhar mein na milatee
sample-chap2-54.wav,571580,dochaar sau baakee rahe vah dheeredheere chuk jaenge
sample-chap1-77.wav,719756,is tarah hansatekhelate saat varsh kat gae
sample-chap6-118.wav,331676,raat ke das baj gae the
sample-chap5-19.wav,1256012,dayaanaath main sochata hoon use aaj kya javaab doonga main to yah vivaah karake bura phans gaya
sample-chap8-49.wav,740924,jaalapa tadapakar bolee vah mere kaun hote hain jo unase poochhoon
sample-chap11-70.wav,1474748,paise ko to vah theekara samajhata hai kya dil hai ki vaah aur jaisa dil hai vaisee hee zabaan bhee
sample-chap8-25.wav,589220,ab is ghar mein main kshanbhar na rookoongee
sample-chap5-0.wav,1397132,mahaashay dayaanaath jitanee umangon se byaah karane gae the utana hee hatotsaah hokar laute
sample-chap1-28.wav,409292,baalika ke aanand kee seema na thee
sample-chap4-9.wav,832652,kuchh log phulavaariyon ke takht dekhakar lotlot jaate the
