filename,wave_size,text
sample-chap1-57.wav,733868,ek din deenadayaal laute to maanakee ke lie ek chandrahaar lae
sample-chap1-58.wav,599804,maanakee ko yah saake bahut dinon se thee
sample-chap1-59.wav,416348,yah haar paakar vah mugdh ho gaee
sample-chap1-60.wav,1192508,jaalapa ko ab apana haar achchha na lagata pita se bolee baaboojee mujhe bhee aisa hee haar la deejie
sample-chap1-61.wav,592748,deenadayaal ne muskaraakar kaha la doonga betee
sample-chap1-62.wav,310508,kab la deejiega
sample-chap1-63.wav,296396,bahut jaldee
sample-chap1-64.wav,564524,baap ke shabdon se jaalapa ka man na bhara
sample-chap1-65.wav,1001996,usane maata se jaakar kaha ammaajee mujhe bhee apanasa haar banava do
sample-chap1-66.wav,472796,maan vah to bahut roopayon mein banega betee
sample-chap1-67.wav,903212,jaalapa tumane apane lie banavaaya hai mere lie kyon nahin banavaateen
sample-chap1-68.wav,853820,maan ne muskaraakar kaha tere lie teree sasuraal se aaega
sample-chap1-69.wav,324620,yah haar chhah sau mein bana tha
sample-chap1-70.wav,529244,itane roopaye jama kar lena deenadayaal ke lie aasaan na tha
sample-chap1-71.wav,1224260,barason mein kaheen yah haar banane kee naubat aaee jeevan mein phir kabhee itane roopaye aayenge isamen unhen sandeh tha
sample-chap1-72.wav,1093724,jaalapa lajaakar bhaag gaee par yah shabd usake hraday mein ankit ho gae
sample-chap1-73.wav,501020,sasuraal usake lie ab utanee bhanyakar na thee
sample-chap1-74.wav,1612340,sasuraal se chandrahaar aaega vahaan ke log use maatapita se adhik pyaar karenge tabhee to jo cheej ye log nahin banava sakate vah vahaan se aaegee
sample-chap1-75.wav,1337156,lekin sasuraal se na aae to usake saamane teen ladakiyon ke vivaah ho chuke the kisee kee sasuraal se chandrahaar na aaya tha
sample-chap1-76.wav,1665260,kaheen usakee sasuraal se bhee na aaya to usane socha to kya maataajee apana haar mujhe de dengee avashy de dengee
sample-chap1-77.wav,719756,is tarah hansatekhelate saat varsh kat gae
sample-chap1-78.wav,867932,aur vah din bhee aa gaya jab usakee chirasanchit abhilaasha pooree hogee
sample-chap1-79.wav,1100780,is kahani ka alga bhaag bohot jald isi hafte aap sun paaenge
sample-chap1-80.wav,1023164,ye jaan ne ke liye is show ko aap subscribe karna na bhule
sample-chap2-0.wav,1531196,pocket fm pe aap sunre hai premchand ka likha upanyas gaban mere yaani kritika ke saath
sample-chap2-1.wav,2003948,munshee deenadayaal kee jaanpahachaan ke aadamiyon mein ek mahaashay dayaanaath the bade hee sajjan aur sahraday kachaharee mein naukar the aur pachaas roopaye vetan paate the
sample-chap2-2.wav,416348,deenadayaal adaalat ke keede the
sample-chap2-3.wav,557468,dayaanaath ko unase saikadon hee baar kaam pad chuka tha
sample-chap2-4.wav,1114892,chaahate to hajaaron vasool karate par kabhee ek paise ke bhee ravaadaar nahin hue the
sample-chap2-5.wav,938492,deenadayaal ke saath hee unaka yah salook na tha yah unaka svabhaav tha
sample-chap2-6.wav,1093724,yah baat bhee na thee ki vah bahut oonche aadarsh ke aadamee hon par rishvat ko haraam samajhate the
sample-chap2-7.wav,642140,shaayad isalie ki vah apanee aankhon se is tarah ke drshy dekh chuke the
sample-chap2-8.wav,1404188,kisee ko jel jaate dekha tha kisee ko santaan se haath dhote kisee ko durvyasanon ke panje mein phansate
sample-chap2-9.wav,1538252,aisee unhen koee misaal na milatee thee jisane rishvat lekar chain kiya ho unakee yah drdh dhaarana ho gaee thee ki haraam kee kamaee haraam hee mein jaatee hai
sample-chap2-10.wav,1432412,yah baat vah kabhee na bhoolate is jamaane mein pachaas rupe kee bhugut hee kya paanch aadamiyon ka paalan badee mushkil se hota tha
sample-chap2-11.wav,1058444,ladake achchhe kapadon ko tarasate stree gahanon ko tarasatee par dayaanaath vichalit na hote the
sample-chap2-12.wav,726812,bada ladaka do hee maheene tak kolej mein rahane ke baad padhana chhod baitha
sample-chap2-13.wav,807956,pita ne saaph kah diya main tumhaaree digree ke lie sabako bhookha aur nanga nahin rakh sakata
sample-chap2-14.wav,666836,padhana chaahate ho to apane purooshaarth se padho
sample-chap2-15.wav,493964,bahuton ne kiya hai tum bhee kar sakate ho
sample-chap2-16.wav,444572,lekin ramaanaath mein itanee lagan na thee
sample-chap2-17.wav,493964,idhar do saal se vah bilkul bekaar tha
sample-chap2-18.wav,973772,shataranj khelata sairsapaate karata aur maan aur chhote bhaeeyon par rob jamaata
sample-chap2-19.wav,402236,doston kee badaulat shauk poora hota rahata tha
sample-chap2-20.wav,846764,kisee ka chestar maang liya aur shaam ko hava khaane nikal gae
sample-chap2-21.wav,705644,kisee ka pamp shoo pahan liya kisee kee ghadee kalaee par baandha lee
sample-chap2-22.wav,1481804,kabhee banaarasee phaishan mein nikale kabhee lakhanavee phaishan mein das mitron ne ekek kapada banava liya to das soot badalane ka upaay ho gaya
sample-chap2-23.wav,557468,sahakaarita ka yah bilkul naya upayog tha
sample-chap2-24.wav,755036,isee yuvak ko deenadayaal ne jaalapa ke lie pasand kiya
sample-chap2-25.wav,416348,dayaanaath shaadee nahin karana chaahate the
sample-chap2-26.wav,1905164,unake paas na roopaye the aur na ek nae parivaar ka bhaar uthaane kee himmat par jaageshvaree ne triyahath se kaam liya aur is shakti ke saamane puroosh ko jhukana pada
sample-chap2-27.wav,564524,jaageshvaree barason se putravadhoo ke lie tadap rahee thee
sample-chap2-28.wav,1157228,jo usake saamane bahuen banakar aaee ve aaj pote khila rahee hain phir us dukhiya ko kaise dhairy hota
sample-chap2-29.wav,388124,vah kuchhkuchh niraash ho chalee thee
sample-chap2-30.wav,508076,eeshvar se manaatee thee ki kaheen se baat aae
sample-chap2-31.wav,762092,deenadayaal ne sandesh bheja to usako aankhensee mil gaee
sample-chap2-32.wav,874988,agar kaheen yah shikaar haath se nikal gaya to phir na jaane kitane dinon aur raah dekhanee pade
sample-chap2-33.wav,352844,koee yahaan kyon aane laga
sample-chap2-34.wav,338732,na dhan hee hai na jaayadaad
sample-chap2-35.wav,381068,ladake par kaun reejhata hai
sample-chap2-36.wav,1284236,log to dhan dekhate hain isalie usane is avasar par saaree shakti laga dee aur usakee vijay huee
sample-chap2-37.wav,670364,dayaanaath ne kaha bhaee tum jaano tumhaara kaam jaane
sample-chap2-38.wav,282284,mujhamen samaee nahin hai
sample-chap2-39.wav,1086668,jo aadamee apane pet kee phikr nahin kar sakata usaka vivaah karana mujhe to adharmsa maaloom hota hai
sample-chap2-40.wav,388124,phir roopaye kee bhee to phikr hai
sample-chap2-41.wav,663308,ek hajaar to teemataam ke lie chaahie jode aur gahanon ke lie alag
sample-chap2-42.wav,980828,jaageshvaree par in daleelon ka koee asar na hua boleevah bhee to kuchh dega
sample-chap2-43.wav,381068,main usase maangane to jaoonga nahin
sample-chap2-44.wav,409292,tumhaare maangane kee jaroorat hee na padegee
sample-chap2-45.wav,261116,vah khud hee denge
sample-chap2-46.wav,726812,ladakee ke byaah mein paise ka munh koee nahin dekhata
sample-chap2-47.wav,663308,haan makadoor chaahie so deenadayaal podhe aadamee hain
sample-chap2-48.wav,2568428,aur phir yahee ek santaan hai bachaakar rakhenge to kisake lie dayaanaath ko ab koee baat na soojhee keval yahee kaha vah chaahe laakh de den chaahe ek na den main na kahoonga ki do na kahoonga ki mat do
sample-chap2-49.wav,733868,karj main lena nahin chaahata aur loon to doonga kisake ghar se
sample-chap2-50.wav,1446524,jaageshvaree ne is baadha ko maano hava mein udaakar kaha mujhe to vishvaas hai ki vah teeke mein ek hajaar se kam na denge
sample-chap2-51.wav,458684,tumhaare teemataam ke lie itana bahut hai
sample-chap2-52.wav,529244,gahanon ka prabandh kisee sarraaph se kar lena
sample-chap2-53.wav,1241900,teeke mein ek hajaar denge to kya dvaar par ek hajaar bhee na denge vahee roopaye sarraaph ko de dena
sample-chap2-54.wav,571580,dochaar sau baakee rahe vah dheeredheere chuk jaenge
sample-chap2-55.wav,550412,bachcha ke lie koee na koee dvaar khulega hee
sample-chap2-56.wav,1693484,dayaanaath ne upekshabhaav se kaha khul chuka jise shataranj aur sairsapaate se phurasat na mile use sabhee dvaar band milenge
sample-chap2-57.wav,451628,jaageshvaree ko apane vivaah kee baat yaad aaee
sample-chap2-58.wav,1284236,dayaanaath bhee to gulachharre udaate the lekin usake aate hee unhen chaar paise kamaane kee phikr kaisee sir par savaar ho gaee thee
sample-chap2-59.wav,642140,saalbhar bhee na beetane paaya tha ki naukar ho gae
sample-chap2-60.wav,673892,boleebahoo aa jaegee to usakee aankhen bhee khulengee dekh lena
sample-chap2-61.wav,497492,apanee baat yaad karo
sample-chap2-62.wav,762092,jab tak gale mein jua nahin pada hai tabhee tak yah kulelen hain
sample-chap2-63.wav,543356,jua pada aur saara nasha hiran hua
sample-chap2-64.wav,853820,nikammon ko raah par laane ka isase badhakar aur koee upaay hee nahin
sample-chap2-65.wav,737396,jab dayaanaath paraast ho jaate the to akhabaar padhane lagate the
sample-chap2-66.wav,568052,apanee haar ko chhipaane ka unake paas yahee sanket tha
sample-chap2-67.wav,508076,
sample-chap3-0.wav,1700540,munshee deenadayaal un aadamiyon mein se the jo seedhon ke saath seedhe hote hain par tedhon ke saath tedhe hee nahin shaitaan ho jaate hain
sample-chap3-1.wav,1679372,dayaanaath badasa munh kholate hajaaron kee baatacheet karate to deenadayaal unhen aisa chakama dete ki vah umrbhar yaad karate
sample-chap3-2.wav,726812,dayaanaath kee sajjanata ne unhen vasheebhoot kar liya
sample-chap3-3.wav,910268,unaka vichaar ek hajaar dene ka tha par ek hajaar teeke hee mein de aae
sample-chap3-4.wav,938492,maanakee ne kaha jab teeke mein ek hajaar diya to itana hee ghar par bhee dena padega
sample-chap3-5.wav,987884,aaega kahaan se deenadayaal chidhakar bole bhagavaan maalik hai
sample-chap3-6.wav,1580588,jab un logon ne udaarata dikhaee aur ladaka mujhe saump diya to main bhee dikha dena chaahata hoon ki ham bhee shareeph hain aur sheel ka mooly pahachaanate hain
sample-chap3-7.wav,857348,agar unhonne hekadee jataee hotee to abhee unakee khabar leta
sample-chap3-8.wav,1090196,deenadayaal ek hajaar to de aae par dayaanaath ka bojh halka karane ke badale aur bhaaree kar diya
sample-chap3-9.wav,529244,vah karj se koson bhaagate the
sample-chap3-10.wav,1665260,is shaadee mein unhonne miyaan kee jootee miyaan kee chaand vaalee neeti nibhaane kee thaanee thee par deenadayaal kee sahradayata ne unaka sanyam tod diya
sample-chap3-11.wav,1721708,ve saare teemataam naachtamaashe jinakee kalpana ka unhonne gala ghont diya tha vahee roop dhaaran karake unake saamane aa gae
sample-chap3-12.wav,747980,bandha hua ghodaathaan se khul gaya use kaun rok sakata hai
sample-chap3-13.wav,479852,dhoomadhaam se vivaah karane kee than gaee
sample-chap3-14.wav,1129004,pahale jode gahane ko unhonne gaun samajh rakha tha ab vahee sabase mukhy ho gaya
sample-chap3-15.wav,762092,aisa chadhaava ho ki madave vaale dekhakar bhadak uthen
sample-chap3-16.wav,338732,sabakee aankhen khul jaen
sample-chap3-17.wav,458684,koee teen hajaar ka saamaan banava daala
sample-chap3-18.wav,1312460,sarraaph ko ek hajaar nagad mil gae ek hajaar ke lie ek saptaah ka vaada hua to usane koee aapatti na kee
sample-chap3-19.wav,1100780,socha do hajaar seedhe hue jaate hain paanchsaat sau roopaye rah jaenge vah kahaan jaate hain
sample-chap3-20.wav,973772,vyaapaaree kee laagat nikal aatee hai to nagad ko tatkaal paane ke lie aagrah nahin karata
sample-chap3-21.wav,455156,phir bhee chandrahaar kee kasar rah gaee
sample-chap3-22.wav,857348,jadaoo chandrahaar ek hajaar se neeche achchha nahin mil sakata tha
sample-chap3-23.wav,1591172,dayaanaathaka jee to laharaaya ki lage haath use bhee le lo kisee ko naak sikodane kee jagah to na rahegee par jaageshvaree is par raajee na huee
sample-chap3-24.wav,321092,baajee palat chukee thee
sample-chap3-25.wav,874988,dayaanaath ne garm hokar kaha tumhen kya tum to ghar mein baithee rahogee
sample-chap3-26.wav,853820,maut to meree hogee jab udhaar ke log naakabhaun sikodane lagenge
sample-chap3-27.wav,755036,jaageshvaree doge kahaan se kuchh socha hai
sample-chap3-28.wav,649196,dayaanaath kamsekam ek hajaar to vahaan mil hee jaenge
sample-chap3-29.wav,490436,jaageshvaree khoon munh lag gaya kya
sample-chap3-30.wav,1026692,dayaanaath ne sharamaakar kaha nahinnahin magar aakhir vahaan bhee to kuchh milega
sample-chap3-31.wav,635084,jaageshvaree vahaan milega to vahaan kharch bhee hoga
sample-chap3-32.wav,762092,naam jode gahane se nahin hota daandakshina se hota hai
sample-chap3-33.wav,575108,is tarah chandrahaar ka prastaav radd ho gaya
sample-chap3-34.wav,1442996,magar dayaanaath dikhaave aur numaish ko chaahe anaavashyak samajhen ramaanaath use paramaavashyak samajhata tha
sample-chap3-35.wav,705644,baraat aise dhoom se jaanee chaahie ki gaanvbhar mein shor mach jaay
sample-chap3-36.wav,606860,pahale doolhe ke lie paalakee ka vichaar tha
sample-chap3-37.wav,486908,ramaanaath ne motar par jor diya
sample-chap3-38.wav,786788,usake mitron ne isaka anumodan kiya prastaav sveekrt ho gaya
sample-chap3-39.wav,1047860,dayaanaath ekaantapriy jeev the na kisee se mitrata thee na kisee se meljol
sample-chap3-40.wav,994940,ramaanaath milanasaar yuvak tha usake mitr hee is samay har ek kaam mein agrasar ho rahe the
sample-chap3-41.wav,522188,ve jo kaam karate dil khol kar
sample-chap3-42.wav,606860,aatishabaajiyaan banavaee to avval darje kee
sample-chap3-43.wav,1418300,naach theek kiya to avval darje ka baajegaaje bhee avval darje ke doyam ya soyam ka vahaan jikr hee na tha
sample-chap3-44.wav,1044332,dayaanaath usakee uchchhrnkhalata dekhakar chintit to ho jaate the par kuchh kah na sakate the
sample-chap3-45.wav,769148,kya kahate
sample-chap4-0.wav,1566476,aap sunre hai premchand ka likha upanyas gaban mere yaani kritika ke saath
sample-chap4-1.wav,910268,naatak us vakt paas hota hai jab rasik samaaj use pansad kar leta hai
sample-chap4-2.wav,1093724,baraat ka naatak us vakt paas hota hai jab raah chalate aadamee use pansad kar lete hain
sample-chap4-3.wav,1368908,naatak kee pareeksha chaarpaanch ghante tak hotee rahatee hai baraat kee pareeksha ke lie keval itane hee minaton ka samay hota hai
sample-chap4-4.wav,973772,saaree sajaavat saaree daudadhoop aur taiyaaree ka nibataara paanch minaton mein ho jaata hai
sample-chap4-5.wav,1439468,agar sabake munh se vaahvaah nikal gaya to tamaasha paas nahin to roopaya mehanat phikr sab akaarath
sample-chap4-6.wav,458684,dayaanaath ka tamaasha paas ho gaya
sample-chap4-7.wav,726812,shahar mein vah teesare darje mein aata gaanv mein avval darje mein aaya
sample-chap4-8.wav,1256012,koee baajon kee dhondhonponpon sunakar mast ho raha tha koee motar ko aankhen gaadgaadakar dekh raha tha
sample-chap4-9.wav,832652,kuchh log phulavaariyon ke takht dekhakar lotlot jaate the
sample-chap4-10.wav,493964,aatishabaajee hee manoranjan ka kendr thee
sample-chap4-11.wav,2462588,havaiyaan jab sakai se oopar jaateen aur aakaash mein laal hare neele peele kumakumese bikhar jaate jab charkhiyaan chhootateen aur unamen naachate hue mor nikal aate to log mantramugdhse ho jaate the
sample-chap4-12.wav,1308932,vaah kya kaareegaree hai jaalapa ke lie in cheejon mein leshamaatr bhee aakarshan na tha
sample-chap4-13.wav,1485332,haan vah var ko ek aankh dekhana chaahatee thee vah bhee sabase chhipaakar par us bheedbhaad mein aisa avasar kahaan
sample-chap4-14.wav,952604,dvaarachaar ke samay usakee sakhiyaan use chhat par kheench le gaee aur usane ramaanaath ko dekha
sample-chap4-15.wav,1192508,usaka saara viraag saaree udaaseenata saaree manovyatha maano chhoomantar ho gaee thee
sample-chap4-16.wav,388124,munh par harsh kee laalima chha gaee
sample-chap4-17.wav,479852,anuraag sphoorti ka bhandaar hai
sample-chap4-18.wav,649196,dvaarachaar ke baad baraat janavaase chalee gaee
sample-chap4-19.wav,331676,bhojan kee taiyaariyaan hone lageen
sample-chap4-20.wav,592748,kisee ne pooriyaan khaee kisee ne upalon par khichadee pakaee
sample-chap4-21.wav,874988,dehaat ke tamaasha dekhanevaalon ke manoranjan ke lie naachgaana hone laga
sample-chap4-22.wav,620972,das baje sahasa phir baaje bajane lage
sample-chap4-23.wav,416348,maaloom hua ki chadhaava aa raha hai
sample-chap4-24.wav,628028,baraat mein har ek rasm danke kee chot par ada hotee hai
sample-chap4-25.wav,564524,doolha kaleva karane aa raha hai baaje bajane lage
sample-chap4-26.wav,437516,samadhee milane aa raha hai baaje bajane lage
sample-chap4-27.wav,663308,chadhaava jyonhee pahuncha ghar mein halachal mach gaee
sample-chap4-28.wav,903212,streepuroosh boodhejavaan sab chadhaava dekhane ke lie utsuk ho uthe
sample-chap4-29.wav,931436,jyonhee kishtiyaan mandap mein pahuncheen log sab kaam chhodakar dekhane daude
sample-chap4-30.wav,458684,aapas mein dhakkamdhakka hone laga
sample-chap4-31.wav,1037276,maanakee pyaas se behaal ho rahee thee kanth sookha jaata tha chadhaava aate hee pyaas bhaag gaee
sample-chap4-32.wav,1171340,deenadayaal maare bhookhpyaas ke nirjeevse pade the yah samaachaar sunate hee sachet hokar daude
sample-chap4-33.wav,755036,maanakee ekek cheez ko nikaalnikaalakar dekhane aur dikhaane lagee
sample-chap4-34.wav,493964,vahaan sabhee is kala ke visheshagy the
sample-chap4-35.wav,1150172,madooo ne gahane banavae the auraton ne pahane the sabhee aalochana karane lage
sample-chap4-36.wav,1100780,choohedantee kitanee sundar hai koee das tole kee hogee vaah saadhe
sample-chap4-37.wav,1883996,gyaarah tole se ratteebhar bhee kam nikal jae to kuchh haar jaoon yah sheradahaan to dekho kya haath kee saphaee hai jee chaahata hai kaareegar ke haath choom len
sample-chap4-38.wav,331676,yah bhee baarah tole se kam na hoga
sample-chap4-39.wav,889100,vaah kabhee dekha bhee hai solah tole se kam nikal jae to munh na dikhaoon
sample-chap4-40.wav,543356,haan maal utana chokha nahin hai
sample-chap4-41.wav,1298348,yah kangan to dekho bilkul pakkee jadaee hai kitana baareek kaam hai ki aankh nahin thaharatee kaisa damak raha hai
sample-chap4-42.wav,324620,sachche nageene hain
sample-chap4-43.wav,501020,jhoothe nageenon mein yah aab kahaan
sample-chap4-44.wav,1679372,cheej to yah gulooband hai kitane khoobasoorat phool hain aur unake beech ke heere kaise chamak rahe hain kisee bangaalee sunaar ne banaaya hoga
sample-chap4-45.wav,1143116,kya bangaaliyon ne kaareegaree ka theka le liya hai hamaare desh mein ekseek kaareegar pade hue hain
sample-chap4-46.wav,733868,bangaalee sunaar bechaare unakee kya baraabaree karenge
sample-chap4-47.wav,578636,isee tarah ekek cheej kee aalochana hotee rahee
sample-chap4-48.wav,620972,sahasa kisee ne kaha chandrahaar nahin hai kya
sample-chap4-49.wav,1051388,maanakee ne ronee soorat banaakar kaha nahin chandrahaar nahin aaya
sample-chap4-50.wav,853820,ek mahila bolee are chandrahaar nahin aaya
sample-chap4-51.wav,1178396,deenadayaal ne gambheer bhaav se kaha aur sabhee cheejen to hain ek chandrahaar hee to nahin hai
sample-chap4-52.wav,938492,usee mahila ne munh banaakar kaha chandrahaar kee baat hee aur hai
sample-chap4-53.wav,1185452,maanakee ne chadhaav ko saamane se hataakar kaha bechaaree ke bhaag mein chandrahaar likha hee nahin hai
sample-chap4-54.wav,1164284,is golaakaar jamaghat ke peechhe andhere mein aasha aur aakaanksha kee moortisee jaalapa bhee khadee thee
sample-chap4-55.wav,839708,aur sab gahanon ke naam kaan mein aate the chandrahaar ka naam na aata tha
sample-chap4-56.wav,522188,usakee chhaatee dhakdhak kar rahee thee
sample-chap4-57.wav,945548,chandrahaar nahin hai kya shaayad sabake neeche ho is tarah vah man ko samajhaatee rahee
sample-chap4-58.wav,949076,jab maaloom ho gaya chandrahaar nahin hai to usake kaleje par chotsee lag gaee
sample-chap4-59.wav,779732,maaloom hua deh mein rakt kee boond bhee nahin hai
sample-chap4-60.wav,331676,maano use moorchchha aa jaayagee
sample-chap4-61.wav,952604,vah unmaad kee see dasha mein apane kamare mein aaee aur phootphootakar rone lagee
sample-chap4-62.wav,1806380,vah laalasa jo aaj saat varsh hue usake hraday mein ankurit huee thee jo is samay pushp aur pallav se ladee khadee thee us par vajrapaat ho gaya
sample-chap4-63.wav,1037276,vah harabhara lahalahaata hua paudha jal gaya keval usakee raakh rah gaee
sample-chap4-64.wav,755036,aaj hee ke din par to usakee samast aashaen avalambit theen
sample-chap4-65.wav,564524,durdaiv ne aaj vah avalamb bhee chheen liya
sample-chap4-66.wav,973772,us niraasha ke aavesh mein usaka aisa jee chaahane laga ki apana munh noch daale
sample-chap4-67.wav,733868,usaka vash chalata to vah chadhaave ko uthaakar aag mein phenk detee
sample-chap4-68.wav,599804,kamare mein ek aale par shiv kee moorti rakhee huee thee
sample-chap4-69.wav,1157228,usane use uthaakar aisa pataka ki usakee aashaon kee bhaanti vah bhee choorchoor ho gaee
sample-chap4-70.wav,613916,usane nishchay kiya main koee aabhooshan na pahanoongee
sample-chap4-71.wav,712700,aabhooshan pahanane se hota hee kya hai
sample-chap4-72.wav,1453580,jo roopviheen hon ve apane ko gahane se sajaen mujhe to eeshvar ne yon hee sundaree banaaya hai main gahane na pahanakar bhee buree na lagoongee
sample-chap4-73.wav,860876,sastee cheejen utha lae jisamen roopaye kharch hote the usaka naam hee na liya
sample-chap4-74.wav,797372,agar ginatee hee ginaanee thee to itane hee daamon mein isake doone gahane aa jaate
sample-chap4-75.wav,1009052,vah isee krodh mein bharee baithee thee ki usakee teen sakhiyaan aakar khadee ho gaee
sample-chap4-76.wav,740924,unhonne samajha tha jaalapa ko abhee chadhaav kee kuchh khabar nahin hai
sample-chap4-77.wav,740924,jaalapa ne unhen dekhate hee aankhen ponchh daaleen aur muskaraane lagee
sample-chap4-78.wav,1538252,raadha muskaraakar bolee jaalapa maaloom hota hai toone badee tapasya kee thee aisa chadhaav mainne aaj tak nahin dekha tha
sample-chap4-79.wav,374012,ab to teree sab saadh pooree ho gaee
sample-chap4-80.wav,1707596,jaalapa ne apanee lambeelambee palaken uthaakar usakee or aise deennajar se dekha maano jeevan mein ab usake lie koee aasha nahin hai
sample-chap4-81.wav,592748,haan bahan sab saadh pooree ho gaee
sample-chap4-82.wav,1220732,in shabdon mein kitanee apaar marmaantak vedana bharee huee thee isaka anumaan teenon yuvatiyon mein koee bhee na kar sakee
